name,addresse,cat1,cat2,review_num,score_min,score,review,reviews_date,reviews_id
송쉐프 장한평점,서울 동대문구 장한로2길 20 2~4층 (우)02645,중화요리,"['짜장면\n7,000', '볶음짬뽕\n9,000', '볶음자장\n9,000', '칠리중새우 (2~3인)\n33,000', '오룡해삼 (2~3인)\n63,000']",9,4.0,5,친절하고 맛있음. 꿔바로우도 맛있었지만 다음엔 탕수육 먹어야 할듯. ,2021.10.31.,환석
송쉐프 장한평점,서울 동대문구 장한로2길 20 2~4층 (우)02645,중화요리,"['짜장면\n7,000', '볶음짬뽕\n9,000', '볶음자장\n9,000', '칠리중새우 (2~3인)\n33,000', '오룡해삼 (2~3인)\n63,000']",9,4.0,5,진짜 평생 가본곳 중에 제일 맛있음 친절하고 깨끗하고 맛있는데 심지어 양도많아서 ㄹㅇ 어이가 없음 이거 맛없다고 리뷰 쓴분들은 매일 이연복 중국집 다니나봄 ㄹㅇ 개맛있음,2021.10.16.,ㅅㅇ
송쉐프 장한평점,서울 동대문구 장한로2길 20 2~4층 (우)02645,중화요리,"['짜장면\n7,000', '볶음짬뽕\n9,000', '볶음자장\n9,000', '칠리중새우 (2~3인)\n33,000', '오룡해삼 (2~3인)\n63,000']",9,4.0,5,정말 맛있고 친절한 곳입니다. 항상 만족합니다.,2021.10.04.,KENNER
송쉐프 장한평점,서울 동대문구 장한로2길 20 2~4층 (우)02645,중화요리,"['짜장면\n7,000', '볶음짬뽕\n9,000', '볶음자장\n9,000', '칠리중새우 (2~3인)\n33,000', '오룡해삼 (2~3인)\n63,000']",9,4.0,5,너무너무너무 맛있어요!!! 최애 중국집!!! ,2021.08.29.,애기돼지
송쉐프 장한평점,서울 동대문구 장한로2길 20 2~4층 (우)02645,중화요리,"['짜장면\n7,000', '볶음짬뽕\n9,000', '볶음자장\n9,000', '칠리중새우 (2~3인)\n33,000', '오룡해삼 (2~3인)\n63,000']",9,4.0,4,직원들이친절해요,2021.03.20.,권두선
송쉐프 장한평점,서울 동대문구 장한로2길 20 2~4층 (우)02645,중화요리,"['짜장면\n7,000', '볶음짬뽕\n9,000', '볶음자장\n9,000', '칠리중새우 (2~3인)\n33,000', '오룡해삼 (2~3인)\n63,000']",9,4.0,5,,2021.03.16.,이원복
송쉐프 장한평점,서울 동대문구 장한로2길 20 2~4층 (우)02645,중화요리,"['짜장면\n7,000', '볶음짬뽕\n9,000', '볶음자장\n9,000', '칠리중새우 (2~3인)\n33,000', '오룡해삼 (2~3인)\n63,000']",9,4.0,1,직원들이 일머리가 없어서 배달 시켜 먹을때마다 메뉴가 바뀌거나 다른 집으로 배송하는일이 빈번한곳,2021.03.02.,녜녜
송쉐프 장한평점,서울 동대문구 장한로2길 20 2~4층 (우)02645,중화요리,"['짜장면\n7,000', '볶음짬뽕\n9,000', '볶음자장\n9,000', '칠리중새우 (2~3인)\n33,000', '오룡해삼 (2~3인)\n63,000']",9,4.0,5,맛있고 친절하셨습니다! 탕수육 소자도 출시했음 좋겠어요 ㅠㅠ 2명이서 먹기는 부담스럽거든여,2020.12.02.,먹짱
송쉐프 장한평점,서울 동대문구 장한로2길 20 2~4층 (우)02645,중화요리,"['짜장면\n7,000', '볶음짬뽕\n9,000', '볶음자장\n9,000', '칠리중새우 (2~3인)\n33,000', '오룡해삼 (2~3인)\n63,000']",9,4.0,1,"전가복 먹었는데 먹자마자 목에 뭐가 걸려서  겨우 뱉어내 보니 두꺼운 비닐이 ㅠㅠㅠ 80 넘으신 어르신 큰일날 뻔했음. 전가복 좀 잘게 잘라 달라 말했더니 가위랑 집게 탁 놓으며 직접 잘라 먹으라 하고, 팔이 아파 그러니 조금 신결써 달라 부탁하자 몇 센티로 자르면 되냐고 역정내는 직원! 룸에 찬바람 불어서 얘기해도 듣는 둥 마는 둥. 가자마자 세팅된 차도...",2020.11.09.,우지
송쉐프 장한평점,서울 동대문구 장한로2길 20 2~4층 (우)02645,중화요리,"['짜장면\n7,000', '볶음짬뽕\n9,000', '볶음자장\n9,000', '칠리중새우 (2~3인)\n33,000', '오룡해삼 (2~3인)\n63,000']",9,4.0,1,최악. 괜히 갔네 후회만 안겨준 곳. 손님이 우스운가 봄.,2020.08.14.,이루님
송쉐프 장한평점,서울 동대문구 장한로2길 20 2~4층 (우)02645,중화요리,"['짜장면\n7,000', '볶음짬뽕\n9,000', '볶음자장\n9,000', '칠리중새우 (2~3인)\n33,000', '오룡해삼 (2~3인)\n63,000']",9,4.0,2,음... 너무기대하고간듯. 옆자리가 너어무시끄러운데 직원들 암말고안하고.. 그리고 코스요리도 싼것도아닌데 너무볼품없게줌 ㅠㅠ 맛도그냥저냥 .. 탕수육은찐찐 너무맛있음! 탕스육맛집 ㅋㅋㅋ,2020.08.08.,띵띵
송쉐프 장한평점,서울 동대문구 장한로2길 20 2~4층 (우)02645,중화요리,"['짜장면\n7,000', '볶음짬뽕\n9,000', '볶음자장\n9,000', '칠리중새우 (2~3인)\n33,000', '오룡해삼 (2~3인)\n63,000']",9,4.0,5,여긴최고다 그냥,2020.08.01.,.
송쉐프 장한평점,서울 동대문구 장한로2길 20 2~4층 (우)02645,중화요리,"['짜장면\n7,000', '볶음짬뽕\n9,000', '볶음자장\n9,000', '칠리중새우 (2~3인)\n33,000', '오룡해삼 (2~3인)\n63,000']",9,4.0,2,음식은 그럭저럭 괜찮았는데 주변에 회사가 많아서 그런지 평일저녁은 너무너무 시끄러웠어요... 가족외식으로 갔었는데 시끄러운 분위기 때문에너무 불편했어요ㅠㅠ,2020.05.23.,존맛탱구리
송쉐프 장한평점,서울 동대문구 장한로2길 20 2~4층 (우)02645,중화요리,"['짜장면\n7,000', '볶음짬뽕\n9,000', '볶음자장\n9,000', '칠리중새우 (2~3인)\n33,000', '오룡해삼 (2~3인)\n63,000']",9,4.0,4,여기는 다필요없고 육즙 터지는 탕수육 하나로 끝났다..,2020.04.18.,김치맨👨‍🍳
송쉐프 장한평점,서울 동대문구 장한로2길 20 2~4층 (우)02645,중화요리,"['짜장면\n7,000', '볶음짬뽕\n9,000', '볶음자장\n9,000', '칠리중새우 (2~3인)\n33,000', '오룡해삼 (2~3인)\n63,000']",9,4.0,4,코스 요리 괜찮음 룸도 따로 주고 친절 1층 주차가능,2020.04.12.,김영춘
송쉐프 장한평점,서울 동대문구 장한로2길 20 2~4층 (우)02645,중화요리,"['짜장면\n7,000', '볶음짬뽕\n9,000', '볶음자장\n9,000', '칠리중새우 (2~3인)\n33,000', '오룡해삼 (2~3인)\n63,000']",9,4.0,5,직원분들 친절하시고 음식은 맛있어요 테이블도 넓직하고 쾌적해요,2020.02.20.,네네
송쉐프 장한평점,서울 동대문구 장한로2길 20 2~4층 (우)02645,중화요리,"['짜장면\n7,000', '볶음짬뽕\n9,000', '볶음자장\n9,000', '칠리중새우 (2~3인)\n33,000', '오룡해삼 (2~3인)\n63,000']",9,4.0,5,제가 인정하는 몇안되는 중국집중에 하나입니다 ㅎㅎ 어향가지 최고에요^^,2020.02.17.,애터미No.1
송쉐프 장한평점,서울 동대문구 장한로2길 20 2~4층 (우)02645,중화요리,"['짜장면\n7,000', '볶음짬뽕\n9,000', '볶음자장\n9,000', '칠리중새우 (2~3인)\n33,000', '오룡해삼 (2~3인)\n63,000']",9,4.0,5,맛있어요.,2019.12.27.,희열
송쉐프 장한평점,서울 동대문구 장한로2길 20 2~4층 (우)02645,중화요리,"['짜장면\n7,000', '볶음짬뽕\n9,000', '볶음자장\n9,000', '칠리중새우 (2~3인)\n33,000', '오룡해삼 (2~3인)\n63,000']",9,4.0,5,송쉐프 맛집이네요ㅎㅎ,2019.12.21.,딸기
송쉐프 장한평점,서울 동대문구 장한로2길 20 2~4층 (우)02645,중화요리,"['짜장면\n7,000', '볶음짬뽕\n9,000', '볶음자장\n9,000', '칠리중새우 (2~3인)\n33,000', '오룡해삼 (2~3인)\n63,000']",9,4.0,3,꽤 맛있음 가성비는 그냥그럼,2019.11.22.,묭묭
송쉐프 장한평점,서울 동대문구 장한로2길 20 2~4층 (우)02645,중화요리,"['짜장면\n7,000', '볶음짬뽕\n9,000', '볶음자장\n9,000', '칠리중새우 (2~3인)\n33,000', '오룡해삼 (2~3인)\n63,000']",9,4.0,5,,2019.09.22.,김성태
빛나는바다 장안점,서울 동대문구 장한로 21 (우)02636,회,"['해물세트 (중)\n38,000', '문어숙회\n25,000', '시사모구이\n12,000', '물회냉면\n10,000', '패밀리세트 (3~4인)\n69,000']",19,4.1,2,양은 많습니다만 맛은...,2022.04.06.,맛잘알
빛나는바다 장안점,서울 동대문구 장한로 21 (우)02636,회,"['해물세트 (중)\n38,000', '문어숙회\n25,000', '시사모구이\n12,000', '물회냉면\n10,000', '패밀리세트 (3~4인)\n69,000']",19,4.1,5,"알탕을 포장주문했는데 국물이 흐르지 않게 꼼꼼히 포장해주시고 그 외 식재료(간장, 고추냉이, 알탕에 들어갈 채소)도 따로 포장해주셔서 아주 좋았어요. 알탕 맛있게 잘 먹었습니다~!!",2022.02.13.,dma
빛나는바다 장안점,서울 동대문구 장한로 21 (우)02636,회,"['해물세트 (중)\n38,000', '문어숙회\n25,000', '시사모구이\n12,000', '물회냉면\n10,000', '패밀리세트 (3~4인)\n69,000']",19,4.1,5,소문듣고  왔더니 역시   맛있네요 회와 함께. 소주한잔씩  하면서  즐거운시간 보내고왔어요 ,2021.12.20.,한 경숙
빛나는바다 장안점,서울 동대문구 장한로 21 (우)02636,회,"['해물세트 (중)\n38,000', '문어숙회\n25,000', '시사모구이\n12,000', '물회냉면\n10,000', '패밀리세트 (3~4인)\n69,000']",19,4.1,5,진짜 좋음 최근 매주 친구들과 와서 먹습니다ㅎ,2021.11.01.,익명
빛나는바다 장안점,서울 동대문구 장한로 21 (우)02636,회,"['해물세트 (중)\n38,000', '문어숙회\n25,000', '시사모구이\n12,000', '물회냉면\n10,000', '패밀리세트 (3~4인)\n69,000']",19,4.1,5,"밑에 댓글처럼 배달음식 먹는 느낌이지만, 그냥 남자들이 막 와서 먹고 가기엔 나쁘지 않음",2020.10.25.,0xFFFFFF
빛나는바다 장안점,서울 동대문구 장한로 21 (우)02636,회,"['해물세트 (중)\n38,000', '문어숙회\n25,000', '시사모구이\n12,000', '물회냉면\n10,000', '패밀리세트 (3~4인)\n69,000']",19,4.1,5,가성비굿 포장할인이 좋네요 신선해서 재방문의사99.9%,2020.07.02.,おかわりちょうだい
빛나는바다 장안점,서울 동대문구 장한로 21 (우)02636,회,"['해물세트 (중)\n38,000', '문어숙회\n25,000', '시사모구이\n12,000', '물회냉면\n10,000', '패밀리세트 (3~4인)\n69,000']",19,4.1,2,가성비가 별로인 곳 배달음식 먹은 느낌?,2019.11.02.,묭묭
빛나는바다 장안점,서울 동대문구 장한로 21 (우)02636,회,"['해물세트 (중)\n38,000', '문어숙회\n25,000', '시사모구이\n12,000', '물회냉면\n10,000', '패밀리세트 (3~4인)\n69,000']",19,4.1,4,,2019.05.28.,서재승
영동교집 장안직영점,서울 동대문구 천호대로83길 32 1층 (우)02636,"육류,고기","['삼겹살 (1인분)\n12,000', '흑돼지삼겹살 (1인분)\n16,000', '통껍데기 (1인분)\n9,000', '김치찌개\n6,000', '청국장\n6,000']",95,3.4,5,,2022.03.09.,.
영동교집 장안직영점,서울 동대문구 천호대로83길 32 1층 (우)02636,"육류,고기","['삼겹살 (1인분)\n12,000', '흑돼지삼겹살 (1인분)\n16,000', '통껍데기 (1인분)\n9,000', '김치찌개\n6,000', '청국장\n6,000']",95,3.4,3,냉삼은 별로 항정살은 괜찮았음,2022.02.23.,hello
영동교집 장안직영점,서울 동대문구 천호대로83길 32 1층 (우)02636,"육류,고기","['삼겹살 (1인분)\n12,000', '흑돼지삼겹살 (1인분)\n16,000', '통껍데기 (1인분)\n9,000', '김치찌개\n6,000', '청국장\n6,000']",95,3.4,1,손님에 대한 배려는 없고 자기들 일 하기 편한 시스템과 구조로 이루어진 형편없는 고깃집  배가 고파서 고깃집을 찾다가 우연히 들린 영동교집  입구에 들어서니 어서오세요 라고 큰 소리로 인사는 잘 함  자리에 앉아 세팅 된 식탁을 보니 비니루가 떡 하니 깔려 있음(싸구려 같고 빨리 먹고 나가야 할 것 같은 느낌)  불판에 호일을 깔아 줌  (깜놀~알루미늄에서...,2021.11.01.,박미희
